technique_id,name,phases,platforms,permissions
T1036.001,Invalid Code Signature,defense-evasion,"macOS,Windows",None
T1059.007,JavaScript/JScript,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM"
T1001.001,Junk Data,command-and-control,"Linux,macOS,Windows",None
T1558.003,Kerberoasting,credential-access,Windows,None
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",root
T1555.001,Keychain,credential-access,macOS,Administrator
T1056.001,Keylogging,"collection,credential-access","Windows,macOS,Linux,Network","Administrator,root,SYSTEM,User"
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,User
T1574.006,LD_PRELOAD,"persistence,privilege-escalation,defense-evasion",Linux,None
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"credential-access,collection",Windows,User
T1003.004,LSA Secrets,credential-access,Windows,SYSTEM
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1003.001,LSASS Memory,credential-access,Windows,"Administrator,SYSTEM"
T1570,Lateral Tool Transfer,lateral-movement,"Linux,macOS,Windows",User
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,"Administrator,User"
T1543.004,Launch Daemon,"persistence,privilege-escalation",macOS,Administrator
T1569.001,Launchctl,execution,macOS,"User,root"
T1053.004,Launchd,"execution,persistence,privilege-escalation",macOS,root
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux","User,root"
T1136.001,Local Account,persistence,"Linux,macOS,Windows",Administrator
T1087.001,Local Account,discovery,"Linux,macOS,Windows",User
T1078.003,Local Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows","Administrator,User"
T1074.001,Local Data Staging,collection,"Linux,macOS,Windows",None
T1114.001,Local Email Collection,collection,Windows,User
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",User
T1037.002,Logon Script (Mac),"persistence,privilege-escalation",macOS,None
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,None
T1127.001,MSBuild,defense-evasion,Windows,None
T1071.003,Mail Protocols,command-and-control,"Linux,macOS,Windows",None
T1134.003,Make and Impersonate Token,"defense-evasion,privilege-escalation",Windows,"Administrator,User"
T1204.002,Malicious File,execution,"Linux,macOS,Windows",User
T1204.001,Malicious Link,execution,"Linux,macOS,Windows",User
T1587.001,Malware,resource-development,PRE,None
T1588.001,Malware,resource-development,PRE,None
T1185,Man in the Browser,collection,Windows,"Administrator,SYSTEM"
T1557,Man-in-the-Middle,"credential-access,collection","Windows,macOS,Linux",User
T1036.004,Masquerade Task or Service,defense-evasion,"Windows,Linux","User,Administrator,SYSTEM"
T1036,Masquerading,defense-evasion,"Linux,macOS,Windows",None
T1036.005,Match Legitimate Name or Location,defense-evasion,"Linux,macOS,Windows",None
T1556,Modify Authentication Process,"credential-access,defense-evasion","Windows,Linux,macOS,Network",None
T1578,Modify Cloud Compute Infrastructure,defense-evasion,"AWS,GCP,Azure",User
T1112,Modify Registry,defense-evasion,Windows,"User,Administrator,SYSTEM"
T1601,Modify System Image,defense-evasion,Network,Administrator
T1218.005,Mshta,defense-evasion,Windows,User
T1218.007,Msiexec,defense-evasion,Windows,User
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows",None
T1090.003,Multi-hop Proxy,command-and-control,"Linux,macOS,Windows,Network",None
T1003.003,NTDS,credential-access,Windows,Administrator
T1564.004,NTFS File Attributes,defense-evasion,Windows,None
T1106,Native API,execution,"Windows,macOS,Linux",User
T1546.007,Netsh Helper DLL,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM"
T1599.001,Network Address Translation Traversal,defense-evasion,Network,Administrator
T1599,Network Boundary Bridging,defense-evasion,Network,Administrator
T1498,Network Denial of Service,impact,"Linux,macOS,Windows,AWS,GCP,Azure AD,SaaS,Azure,Office 365",None
T1556.004,Network Device Authentication,"credential-access,defense-evasion",Network,Administrator
T1059.008,Network Device CLI,execution,Network,"Administrator,User"
T1602.002,Network Device Configuration Dump,collection,Network,Administrator
T1037.003,Network Logon Script,"persistence,privilege-escalation",Windows,None
T1590.006,Network Security Appliances,reconnaissance,PRE,None
T1046,Network Service Scanning,discovery,"Linux,Windows,macOS,AWS,GCP,Azure","Administrator,SYSTEM,User"
T1070.005,Network Share Connection Removal,defense-evasion,Windows,"Administrator,User"
T1135,Network Share Discovery,discovery,"macOS,Windows,Linux",User
T1040,Network Sniffing,"credential-access,discovery","Linux,macOS,Windows","Administrator,SYSTEM"
T1590.004,Network Topology,reconnaissance,PRE,None
T1590.003,Network Trust Dependencies,reconnaissance,PRE,None
T1095,Non-Application Layer Protocol,command-and-control,"Windows,Linux,macOS,Network",None
T1132.002,Non-Standard Encoding,command-and-control,"Linux,macOS,Windows",User
T1571,Non-Standard Port,command-and-control,"Linux,macOS,Windows",None
T1003,OS Credential Dumping,credential-access,"Windows,Linux,macOS","Administrator,SYSTEM,root"
T1499.001,OS Exhaustion Flood,impact,"Linux,macOS,Windows",None
T1027,Obfuscated Files or Information,defense-evasion,"Linux,macOS,Windows",None
T1588,Obtain Capabilities,resource-development,PRE,None
T1218.008,Odbcconf,defense-evasion,Windows,User
T1137,Office Application Startup,persistence,"Windows,Office 365","User,Administrator"
T1137.001,Office Template Macros,persistence,"Windows,Office 365","User,Administrator"
T1137.002,Office Test,persistence,"Windows,Office 365","Administrator,User"
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows",User
T1137.003,Outlook Forms,persistence,"Windows,Office 365","Administrator,User"
T1137.004,Outlook Home Page,persistence,"Windows,Office 365","Administrator,User"
T1137.005,Outlook Rules,persistence,"Windows,Office 365","Administrator,User"
T1134.004,Parent PID Spoofing,"defense-evasion,privilege-escalation",Windows,"User,Administrator"
T1550.002,Pass the Hash,"defense-evasion,lateral-movement",Windows,None
T1550.003,Pass the Ticket,"defense-evasion,lateral-movement",Windows,None
T1110.002,Password Cracking,credential-access,"Linux,macOS,Windows,Office 365,Azure AD",User
T1556.002,Password Filter DLL,"credential-access,defense-evasion",Windows,"Administrator,SYSTEM"
T1110.001,Password Guessing,credential-access,"Linux,macOS,Windows,Office 365,GCP,Azure AD,AWS,Azure,SaaS",User
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS",User
T1110.003,Password Spraying,credential-access,"Linux,macOS,Windows,AWS,GCP,Azure,Office 365,Azure AD,SaaS",User
T1601.001,Patch System Image,defense-evasion,Network,Administrator
T1574.007,Path Interception by PATH Environment Variable,"persistence,privilege-escalation,defense-evasion",Windows,None
T1574.008,Path Interception by Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User,SYSTEM"
T1574.009,Path Interception by Unquoted Path,"persistence,privilege-escalation,defense-evasion",Windows,None
T1120,Peripheral Device Discovery,discovery,"Windows,macOS","User,Administrator,SYSTEM"
T1069,Permission Groups Discovery,discovery,"Linux,macOS,Windows,Office 365,Azure AD,AWS,GCP,Azure,SaaS",User
T1566,Phishing,initial-access,"Linux,macOS,Windows,SaaS,Office 365",None
T1598,Phishing for Information,reconnaissance,PRE,None
T1547.011,Plist Modification,"persistence,privilege-escalation",macOS,"User,Administrator"
T1556.003,Pluggable Authentication Modules,"credential-access,defense-evasion","Linux,macOS",root
T1205.001,Port Knocking,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",User
T1547.010,Port Monitors,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1055.002,Portable Executable Injection,"defense-evasion,privilege-escalation",Windows,User
T1059.001,PowerShell,execution,Windows,"User,Administrator"
T1546.013,PowerShell Profile,"privilege-escalation,persistence",Windows,"User,Administrator"
T1542,Pre-OS Boot,"defense-evasion,persistence","Linux,Windows,Network","Administrator,SYSTEM"
T1547.012,Print Processors,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM"
T1552.004,Private Keys,credential-access,"Linux,macOS,Windows",User
T1003.007,Proc Filesystem,credential-access,Linux,root
T1055.009,Proc Memory,"defense-evasion,privilege-escalation",Linux,None
T1057,Process Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM"
T1055.013,Process Doppelgänging,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM,User"
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,User
T1055,Process Injection,"defense-evasion,privilege-escalation","Linux,macOS,Windows",None
T1001.003,Protocol Impersonation,command-and-control,"Linux,Windows,macOS",None
T1572,Protocol Tunneling,command-and-control,"Linux,macOS,Windows",None
T1090,Proxy,command-and-control,"Linux,macOS,Windows,Network",None
T1055.008,Ptrace System Calls,"defense-evasion,privilege-escalation",Linux,None
T1216.001,PubPrn,defense-evasion,Windows,User
T1597.002,Purchase Technical Data,reconnaissance,PRE,None
T1059.006,Python,execution,"Linux,Windows,macOS","Administrator,SYSTEM,root"
T1012,Query Registry,discovery,Windows,"User,Administrator,SYSTEM"
T1563.002,RDP Hijacking,lateral-movement,Windows,SYSTEM
T1542.004,ROMMONkit,"defense-evasion,persistence",Network,Administrator
T1037.004,Rc.common,"persistence,privilege-escalation",macOS,root
T1547.007,Re-opened Applications,"persistence,privilege-escalation",macOS,User
T1600.001,Reduce Key Space,defense-evasion,Network,Administrator
T1498.002,Reflection Amplification,impact,"macOS,Windows,Linux,AWS,Office 365,Azure AD,GCP,Azure,SaaS",None
T1547.001,Registry Run Keys / Startup Folder,"persistence,privilege-escalation",Windows,"Administrator,User"
T1218.009,Regsvcs/Regasm,defense-evasion,Windows,"User,Administrator"
T1218.010,Regsvr32,defense-evasion,Windows,"Administrator,User"
T1219,Remote Access Software,command-and-control,"Linux,Windows,macOS",User
T1074.002,Remote Data Staging,collection,"Linux,macOS,Windows,AWS,GCP,Azure",None
T1021.001,Remote Desktop Protocol,lateral-movement,Windows,"Remote Desktop Users,User"
T1114.002,Remote Email Collection,collection,"Office 365,Windows",None
T1563,Remote Service Session Hijacking,lateral-movement,"Linux,macOS,Windows","SYSTEM,root"
T1021,Remote Services,lateral-movement,"Linux,macOS,Windows",None
T1018,Remote System Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM"
T1036.003,Rename System Utilities,defense-evasion,"Linux,macOS,Windows",None
T1091,Replication Through Removable Media,"lateral-movement,initial-access",Windows,User
T1496,Resource Hijacking,impact,"Linux,macOS,Windows,AWS,GCP,Azure","User,Administrator"
T1578.004,Revert Cloud Instance,defense-evasion,"AWS,GCP,Azure",User
T1036.002,Right-to-Left Override,defense-evasion,"Linux,macOS,Windows",None
T1207,Rogue Domain Controller,defense-evasion,Windows,Administrator
T1014,Rootkit,defense-evasion,"Linux,macOS,Windows","Administrator,SYSTEM,root"
T1564.006,Run Virtual Instance,defense-evasion,"Linux,macOS,Windows",User
T1218.011,Rundll32,defense-evasion,Windows,User
T1565.003,Runtime Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM"
T1134.005,SID-History Injection,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM"
T1553.003,SIP and Trust Provider Hijacking,defense-evasion,Windows,"SYSTEM,Administrator"
T1021.002,SMB/Windows Admin Shares,lateral-movement,Windows,"User,Administrator"
T1602.001,SNMP (MIB Dump),collection,Network,Administrator
T1505.001,SQL Stored Procedures,persistence,"Windows,Linux","Administrator,SYSTEM,root"
T1021.004,SSH,lateral-movement,"Linux,macOS",None
T1098.004,SSH Authorized Keys,persistence,"Linux,macOS","User,Administrator"
T1563.001,SSH Hijacking,lateral-movement,"Linux,macOS",root
T1596.005,Scan Databases,reconnaissance,PRE,None
T1595.001,Scanning IP Blocks,reconnaissance,PRE,None
T1053.005,Scheduled Task,"execution,persistence,privilege-escalation",Windows,Administrator
T1053,Scheduled Task/Job,"execution,persistence,privilege-escalation","Windows,Linux,macOS","Administrator,SYSTEM,User"
T1029,Scheduled Transfer,exfiltration,"Linux,macOS,Windows",None
T1113,Screen Capture,collection,"Linux,macOS,Windows",None
T1546.002,Screensaver,"privilege-escalation,persistence",Windows,User
T1597,Search Closed Sources,reconnaissance,PRE,None
T1593.002,Search Engines,reconnaissance,PRE,None
T1596,Search Open Technical Databases,reconnaissance,PRE,None
T1593,Search Open Websites/Domains,reconnaissance,PRE,None
T1594,Search Victim-Owned Websites,reconnaissance,PRE,None
T1003.002,Security Account Manager,credential-access,Windows,SYSTEM
T1518.001,Security Software Discovery,discovery,"Linux,macOS,Windows,AWS,GCP,Azure,Office 365,Azure AD,SaaS",User
T1547.005,Security Support Provider,"persistence,privilege-escalation",Windows,Administrator
T1555.002,Securityd Memory,credential-access,"Linux,macOS",root
T1583.004,Server,resource-development,PRE,None
T1584.004,Server,resource-development,PRE,None
T1505,Server Software Component,persistence,"Windows,Linux,macOS","Administrator,SYSTEM,root"
T1569.002,Service Execution,execution,Windows,"Administrator,SYSTEM"
T1499.002,Service Exhaustion Flood,impact,"Linux,macOS,Windows,AWS,GCP,Azure,Office 365,Azure AD,SaaS",None
T1489,Service Stop,impact,"Windows,Linux,macOS","Administrator,SYSTEM,User"
T1574.010,Services File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User"
T1574.011,Services Registry Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User"
T1548.001,Setuid and Setgid,"privilege-escalation,defense-evasion","Linux,macOS",User
T1129,Shared Modules,execution,Windows,User
T1213.002,Sharepoint,collection,"Windows,Office 365",User
T1547.009,Shortcut Modification,"persistence,privilege-escalation",Windows,"Administrator,User"
T1218,Signed Binary Proxy Execution,defense-evasion,Windows,"User,Administrator"
T1216,Signed Script Proxy Execution,defense-evasion,Windows,User
T1558.002,Silver Ticket,credential-access,Windows,User
T1593.001,Social Media,reconnaissance,PRE,None
T1585.001,Social Media Accounts,resource-development,PRE,None
T1586.001,Social Media Accounts,resource-development,PRE,None
T1592.002,Software,reconnaissance,PRE,None
T1072,Software Deployment Tools,"execution,lateral-movement","Linux,macOS,Windows","User,Administrator,SYSTEM"
T1518,Software Discovery,discovery,"Linux,macOS,Windows,AWS,GCP,Azure,Office 365,Azure AD,SaaS","User,Administrator"
T1027.002,Software Packing,defense-evasion,"macOS,Windows",None
T1036.006,Space after Filename,defense-evasion,"Linux,macOS",User
T1566.001,Spearphishing Attachment,initial-access,"macOS,Windows,Linux",None
T1598.002,Spearphishing Attachment,reconnaissance,PRE,None
T1566.002,Spearphishing Link,initial-access,"Linux,macOS,Windows,Office 365,SaaS",None
T1598.003,Spearphishing Link,reconnaissance,PRE,None
T1598.001,Spearphishing Service,reconnaissance,PRE,None
T1566.003,Spearphishing via Service,initial-access,"Linux,macOS,Windows",None
T1132.001,Standard Encoding,command-and-control,"Linux,macOS,Windows",User
T1037.005,Startup Items,"persistence,privilege-escalation",macOS,Administrator
T1528,Steal Application Access Token,credential-access,"SaaS,Office 365,Azure AD",User
T1539,Steal Web Session Cookie,credential-access,"Linux,macOS,Windows,Office 365,SaaS",User
T1558,Steal or Forge Kerberos Tickets,credential-access,Windows,None
T1027.003,Steganography,defense-evasion,"Linux,macOS,Windows",None
T1001.002,Steganography,command-and-control,"Linux,macOS,Windows",None
T1565.001,Stored Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM"
T1553,Subvert Trust Controls,defense-evasion,"Windows,macOS,Linux",None
T1548.003,Sudo and Sudo Caching,"privilege-escalation,defense-evasion","Linux,macOS",User
T1195,Supply Chain Compromise,initial-access,"Linux,Windows,macOS",None
T1573.001,Symmetric Cryptography,command-and-control,"Linux,Windows,macOS",None
T1497.001,System Checks,"defense-evasion,discovery","Linux,macOS,Windows",None
T1542.001,System Firmware,"persistence,defense-evasion",Windows,"Administrator,SYSTEM"
T1082,System Information Discovery,discovery,"Linux,macOS,Windows,AWS,GCP,Azure",User
T1016,System Network Configuration Discovery,discovery,"Linux,macOS,Windows",User
T1049,System Network Connections Discovery,discovery,"Linux,macOS,Windows,AWS,GCP,Azure","User,Administrator"
T1033,System Owner/User Discovery,discovery,"Linux,macOS,Windows","User,Administrator"
T1007,System Service Discovery,discovery,Windows,"User,Administrator,SYSTEM"
T1569,System Services,execution,"Windows,macOS","User,Administrator,SYSTEM,root"
T1529,System Shutdown/Reboot,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM"
T1124,System Time Discovery,discovery,Windows,User
T1543.002,Systemd Service,"persistence,privilege-escalation",Linux,"User,root"
T1053.006,Systemd Timers,"execution,persistence,privilege-escalation",Linux,"User,root"
T1542.005,TFTP Boot,"defense-evasion,persistence",Network,Administrator
T1080,Taint Shared Content,lateral-movement,Windows,User
T1221,Template Injection,defense-evasion,Windows,User
T1055.003,Thread Execution Hijacking,"defense-evasion,privilege-escalation",Windows,User
T1055.005,Thread Local Storage,"defense-evasion,privilege-escalation",Windows,None
T1597.001,Threat Intel Vendors,reconnaissance,PRE,None
T1497.003,Time Based Evasion,"defense-evasion,discovery","Linux,macOS,Windows",None
T1547.003,Time Providers,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1070.006,Timestomp,defense-evasion,"Linux,macOS,Windows","root,SYSTEM,User"
T1134.001,Token Impersonation/Theft,"defense-evasion,privilege-escalation",Windows,None
T1588.002,Tool,resource-development,PRE,None
T1020.001,Traffic Duplication,exfiltration,Network,Administrator
T1205,Traffic Signaling,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",User
T1537,Transfer Data to Cloud Account,exfiltration,"Azure,AWS,GCP",User
T1565.002,Transmitted Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,SYSTEM,root"
T1505.002,Transport Agent,persistence,"Linux,Windows","SYSTEM,Administrator,root"
T1546.005,Trap,"privilege-escalation,persistence","macOS,Linux","User,Administrator"
T1127,Trusted Developer Utilities Proxy Execution,defense-evasion,Windows,User
T1199,Trusted Relationship,initial-access,"Linux,Windows,macOS,AWS,GCP,Azure,SaaS",None
T1111,Two-Factor Authentication Interception,credential-access,"Linux,Windows,macOS","Administrator,SYSTEM"
T1059.004,Unix Shell,execution,"macOS,Linux","User,root"
T1552,Unsecured Credentials,credential-access,"Linux,macOS,Windows,AWS,GCP,Azure,Office 365,Azure AD,SaaS","User,Administrator,SYSTEM"
T1535,Unused/Unsupported Cloud Regions,defense-evasion,"AWS,GCP,Azure",User
T1550,Use Alternate Authentication Material,"defense-evasion,lateral-movement","Windows,Office 365,SaaS",None
T1497.002,User Activity Based Checks,"defense-evasion,discovery","Linux,macOS,Windows",None
T1204,User Execution,execution,"Linux,Windows,macOS",User
T1564.007,VBA Stomping,defense-evasion,"Linux,Windows,macOS",User
T1055.014,VDSO Hijacking,"defense-evasion,privilege-escalation",Linux,None
T1021.005,VNC,lateral-movement,"Linux,macOS,Windows",None
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows,AWS,GCP,Azure,SaaS,Office 365,Azure AD","User,Administrator"
T1218.012,Verclsid,defense-evasion,Windows,User
T1125,Video Capture,collection,"Windows,macOS",User
T1583.003,Virtual Private Server,resource-development,PRE,None
T1584.003,Virtual Private Server,resource-development,PRE,None
T1497,Virtualization/Sandbox Evasion,"defense-evasion,discovery","Windows,macOS,Linux",None
T1059.005,Visual Basic,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM"
T1588.006,Vulnerabilities,resource-development,PRE,None
T1595.002,Vulnerability Scanning,reconnaissance,PRE,None
T1596.002,WHOIS,reconnaissance,PRE,None
T1600,Weaken Encryption,defense-evasion,Network,Administrator
T1056.003,Web Portal Capture,"collection,credential-access","Linux,macOS,Windows",None
T1071.001,Web Protocols,command-and-control,"Linux,macOS,Windows",None
T1102,Web Service,command-and-control,"Linux,macOS,Windows",User
T1583.006,Web Services,resource-development,PRE,None
T1584.006,Web Services,resource-development,PRE,None
T1550.004,Web Session Cookie,"defense-evasion,lateral-movement","Office 365,SaaS",None
T1505.003,Web Shell,persistence,"Linux,Windows,macOS","SYSTEM,User"
T1059.003,Windows Command Shell,execution,Windows,User
T1222.001,Windows File and Directory Permissions Modification,defense-evasion,Windows,"User,Administrator,SYSTEM"
T1047,Windows Management Instrumentation,execution,Windows,"User,Administrator"
T1546.003,Windows Management Instrumentation Event Subscription,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM"
T1021.006,Windows Remote Management,lateral-movement,Windows,"User,Administrator"
T1543.003,Windows Service,"persistence,privilege-escalation",Windows,None
T1547.004,Winlogon Helper DLL,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1220,XSL Script Processing,defense-evasion,Windows,User
T1098.001,Additional Cloud Credentials,persistence,"Azure AD,Azure,AWS,GCP","Administrator,User"
T1484,Domain Policy Modification,"defense-evasion,privilege-escalation","Windows,Azure AD","Administrator,User"
T1484.001,Group Policy Modification,"defense-evasion,privilege-escalation",Windows,"Administrator,User"
T1484.002,Domain Trust Modification,"defense-evasion,privilege-escalation","Windows,Azure AD",Administrator
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,Azure AD,Office 365",None
T1606.001,Web Cookies,credential-access,"Linux,macOS,Windows,SaaS",None
T1606.002,SAML Tokens,credential-access,"Azure AD,SaaS,Windows,Office 365",Administrator
T1003.008,/etc/passwd and /etc/shadow,credential-access,Linux,root
T1557.002,ARP Cache Poisoning,"credential-access,collection","Linux,Windows,macOS",User
T1558.004,AS-REP Roasting,credential-access,Windows,User
T1548,Abuse Elevation Control Mechanism,"privilege-escalation,defense-evasion","Linux,macOS,Windows","Administrator,User"
T1134,Access Token Manipulation,"defense-evasion,privilege-escalation",Windows,"User,Administrator"
T1546.008,Accessibility Features,"privilege-escalation,persistence",Windows,Administrator
T1531,Account Access Removal,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM"
T1087,Account Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",User
T1098,Account Manipulation,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace",None
T1583,Acquire Infrastructure,resource-development,PRE,None
T1595,Active Scanning,reconnaissance,PRE,None
T1547.014,Active Setup,"persistence,privilege-escalation",Windows,Administrator
T1098.003,Add Office 365 Global Administrator Role,persistence,Office 365,Administrator
T1137.006,Add-ins,persistence,"Windows,Office 365","Administrator,User"
T1098.001,Additional Cloud Credentials,persistence,"IaaS,Azure AD","Administrator,User"
T1546.009,AppCert DLLs,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM"
T1546.010,AppInit DLLs,"privilege-escalation,persistence",Windows,Administrator
T1059.002,AppleScript,execution,macOS,User
T1550.001,Application Access Token,"defense-evasion,lateral-movement","Office 365,SaaS,Google Workspace",None
T1499.003,Application Exhaustion Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",None
T1071,Application Layer Protocol,command-and-control,"Linux,macOS,Windows",None
T1546.011,Application Shimming,"privilege-escalation,persistence",Windows,Administrator
T1010,Application Window Discovery,discovery,"macOS,Windows",User
T1499.004,Application or System Exploitation,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",None
T1560,Archive Collected Data,collection,"Linux,macOS,Windows",None
T1560.003,Archive via Custom Method,collection,"Linux,macOS,Windows",None
T1560.002,Archive via Library,collection,"Linux,macOS,Windows",None
T1560.001,Archive via Utility,collection,"Linux,macOS,Windows",None
T1573.002,Asymmetric Cryptography,command-and-control,"Linux,macOS,Windows",None
T1055.004,Asynchronous Procedure Call,"defense-evasion,privilege-escalation",Windows,None
T1053.001,At (Linux),"execution,persistence,privilege-escalation",Linux,None
T1053.002,At (Windows),"execution,persistence,privilege-escalation",Windows,Administrator
T1123,Audio Capture,collection,"Linux,macOS,Windows",User
T1547.002,Authentication Package,"persistence,privilege-escalation",Windows,Administrator
T1119,Automated Collection,collection,"Linux,macOS,Windows",User
T1020,Automated Exfiltration,exfiltration,"Linux,macOS,Windows,Network",None
T1197,BITS Jobs,"defense-evasion,persistence",Windows,"User,Administrator,SYSTEM"
T1552.003,Bash History,credential-access,"Linux,macOS",User
T1102.002,Bidirectional Communication,command-and-control,"Linux,macOS,Windows",User
T1027.001,Binary Padding,defense-evasion,"Linux,macOS,Windows",None
T1547,Boot or Logon Autostart Execution,"persistence,privilege-escalation","Linux,macOS,Windows","User,Administrator,root"
T1037,Boot or Logon Initialization Scripts,"persistence,privilege-escalation","macOS,Windows,Linux",None
T1542.003,Bootkit,"persistence,defense-evasion","Linux,Windows","Administrator,SYSTEM"
T1583.005,Botnet,resource-development,PRE,None
T1584.005,Botnet,resource-development,PRE,None
T1217,Browser Bookmark Discovery,discovery,"Linux,Windows,macOS",User
T1176,Browser Extensions,persistence,"Linux,macOS,Windows",User
T1110,Brute Force,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User
T1612,Build Image on Host,defense-evasion,Containers,"User,root"
T1591.002,Business Relationships,reconnaissance,PRE,None
T1548.002,Bypass User Account Control,"privilege-escalation,defense-evasion",Windows,"Administrator,User"
T1596.004,CDNs,reconnaissance,PRE,None
T1218.003,CMSTP,defense-evasion,Windows,User
T1574.012,COR_PROFILER,"persistence,privilege-escalation,defense-evasion",Windows,"User,Administrator"
T1003.005,Cached Domain Credentials,credential-access,Windows,SYSTEM
T1546.001,Change Default File Association,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM,User"
T1070.003,Clear Command History,defense-evasion,"Linux,macOS,Windows",User
T1070.002,Clear Linux or Mac System Logs,defense-evasion,"Linux,macOS",None
T1070.001,Clear Windows Event Logs,defense-evasion,Windows,Administrator
T1592.004,Client Configurations,reconnaissance,PRE,None
T1115,Clipboard Data,collection,"Linux,Windows,macOS",None
T1136.003,Cloud Account,persistence,"Azure AD,Office 365,IaaS,Google Workspace",Administrator
T1087.004,Cloud Account,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User
T1078.004,Cloud Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Azure AD,Office 365,SaaS,IaaS,Google Workspace","User,Administrator"
T1069.003,Cloud Groups,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User
T1580,Cloud Infrastructure Discovery,discovery,IaaS,User
T1552.005,Cloud Instance Metadata API,credential-access,IaaS,None
T1538,Cloud Service Dashboard,discovery,"Azure AD,Office 365,IaaS,Google Workspace",User
T1526,Cloud Service Discovery,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User
T1553.002,Code Signing,defense-evasion,"macOS,Windows",None
T1587.002,Code Signing Certificates,resource-development,PRE,None
T1588.003,Code Signing Certificates,resource-development,PRE,None
T1553.006,Code Signing Policy Modification,defense-evasion,"Windows,macOS",Administrator
T1059,Command and Scripting Interpreter,execution,"Linux,macOS,Windows,Network",User
T1092,Communication Through Removable Media,command-and-control,"Linux,macOS,Windows",None
T1027.004,Compile After Delivery,defense-evasion,"Linux,macOS,Windows",User
T1218.001,Compiled HTML File,defense-evasion,Windows,User
T1542.002,Component Firmware,"persistence,defense-evasion",Windows,SYSTEM
T1559.001,Component Object Model,execution,Windows,None
T1546.015,Component Object Model Hijacking,"privilege-escalation,persistence",Windows,User
T1586,Compromise Accounts,resource-development,PRE,None
T1554,Compromise Client Software Binary,persistence,"Linux,macOS,Windows",None
T1195.003,Compromise Hardware Supply Chain,initial-access,"Linux,macOS,Windows",None
T1584,Compromise Infrastructure,resource-development,PRE,None
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,"Linux,macOS,Windows",None
T1195.002,Compromise Software Supply Chain,initial-access,"Linux,macOS,Windows",None
T1213.001,Confluence,collection,SaaS,User
T1552.007,Container API,credential-access,Containers,"User,Administrator"
T1609,Container Administration Command,execution,Containers,None
T1053.007,Container Orchestration Job,"execution,persistence,privilege-escalation",Containers,User
